" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"Adds {0} to {1} Fire Spell Damage per Buff on you","플레이어에게 적용되는 버프 하나당 화염 주문 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage against Shocked Enemies","감전된 적에게 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage for each Shocked Enemy you've Killed Recently","최근 4초 이내 처치한 감전된 적 하나당 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage if you haven't Killed Recently","최근 4초 이내 적을 처치하지 않은 경우 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage if you've dealt a Critical Strike Recently","최근 4초 이내 치명타 명중 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks against you","플레이어에 대한 공격에 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks during Effect","효과를 받는 동안 공격 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks per {2} Intelligence","지능 {2}당 공격 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks with this Weapon per {2} Dexterity","이 무기로 공격 시 민첩 {2}당 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks with this Weapon per {2} Intelligence","이 무기로 공격 시 지능 {2}당 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Attacks","공격 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Hits against Ignited Enemies","점화된 적 명중 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Hits against you","플레이어에 대한 명중에 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells and Attacks","주문 및 공격 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells during Effect","효과를 받는 동안 주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells per Power Charge","권능 충전 하나당 주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells while Unarmed","비무장 상태일 때 주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells while no Life is Reserved","생명력이 점유되지 않은 상태에서 주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells","주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Unarmed Melee Hits","비무장 근접 명중 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage while you have Avian's Might","새의 힘을 보유하는 동안 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage","번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage against Bleeding Enemies","출혈 중인 적에 대한 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage against Poisoned Enemies","중독된 적에게 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage for each Impale on Enemy","적에게 걸린 꿰뚫기 하나당 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage if you've dealt a Critical Strike Recently","최근 4초 이내 치명타 명중 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage per Endurance Charge","인내 충전 하나당 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks against Frozen Enemies","동결된 적 공격에 대한 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks against you","플레이어에 대한 공격에 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks and Spells per Siphoning Charge","착취 충전 하나당 공격 및 주문 시전 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks if you've","최근 4초 이내 치명타 명중 시"
"Adds {0} to {1} Physical Damage to Attacks per Level","1레벨당 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks per {2} Dexterity","민첩 {2}당 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks per {2} Strength","힘 {2}당 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks while you have a Bestial Minion","흉포한 소환수를 보유하는 동안 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks with Weapons","무기 사용 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks with this Weapon per {2} Player Levels","이 무기로 공격 시 플레이어 레벨 {2}당 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks","공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Counterattacks","반격에 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Hits against Cursed Enemies","저주받은 적 명중 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Spells","주문 시전 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage","물리 피해 {0}~{1} 추가"
"Adds {1} maximum Lightning Damage to Attacks per {0} Dexterity Allocated in Radius","반경 내 할당된 민첩 {0}당 공격에 번개 피해 최대치 {1} 추가"
"Adds {1} to Maximum Life per {0} Intelligence Allocated in Radius","반경 내 할당된 지능 {0}당 생명력 최대치 {1} 증가"
"Aegis can take {0} Cold Damage","비호의 냉기 피해 방어량 {0}"
"Aegis can take {0} Elemental Damage","비호의 원소 피해 방어량 {0}"
"Aegis can take {0} Fire Damage","비호의 화염 피해 방어량 {0}"
"Aegis can take {0} Lightning Damage","비호의 번개 피해 방어량 {0}"
"Affected Minions have {0}% increased Attack Speed","영향을 받은 소환수의 공격 속도 {0}% 증가"
"Affected Minions have {0}% increased Cast Speed","영향을 받은 소환수의 시전 속도 {0}% 증가"
"Affected Minions have {0}% increased Movement Speed","영향을 받은 소환수의 이동 속도 {0}% 증가"
"Affected Minions have {0}% reduced Attack Speed","영향을 받은 소환수의 공격 속도 {0}% 감소"
"Affected Minions have {0}% reduced Cast Speed","영향을 받은 소환수의 시전 속도 {0}% 감소"
"Affected Minions have {0}% reduced Movement Speed","영향을 받은 소환수의 이동 속도 {0}% 감소"
"Afflicted Minions Explode when reduced to a fifth of Life, dealing {0}% of their Life as Physical Damage to surrounding Enemies","고난을 받은 소환수의 생명력이 20%로 떨어지면 폭발하여, 주변 적에게 생명력의 {0}%를 물리 피해로 줌"
"Afflicted Minions take {0}% of their Life as Physical Damage over Time, increasing this value by {1}% each second","고난을 받은 소환수가 생명력의 {0}%를 지속 물리 피해로 받으며, 1초마다 해당 수치가 {1}% 증가"
"Aftershock deals {0} to {1} Added Attack Physical Damage","여진으로 주는 공격 물리 피해 {0}~{1} 추가"
"Aftershock deals {0}% less Damage with Ailments per {1} seconds Duration","지속시간 {1}초당 여진의 상태 이상 피해 {0}% 감폭"
"Aftershock deals {0}% less Damage with Ailments","여진의 상태 이상 피해 {0}% 감폭"
"Aftershock deals {0}% less Damage with Hits and Ailments","여진의 적중 및 상태 이상 피해 {0}% 감폭"
"Aftershock deals {0}% less Damage with Hits per {1} seconds Duration","지속시간 {1}초당 여진의 명중 피해 {0}% 감폭"
"Aftershock deals {0}% less Damage with Hits","여진의 명중 피해 {0}% 감폭"
"Aftershock deals {0}% more Damage with Ailments per {1} seconds Duration","지속시간 {1}초당 여진의 상태 이상 피해 {0}% 증폭"
"Aftershock deals {0}% more Damage with Ailments","여진의 상태 이상 피해 {0}% 증폭"
"Aftershock deals {0}% more Damage with Hits and Ailments","여진의 적중 및 상태 이상 피해 {0}% 증폭"
"Aftershock deals {0}% more Damage with Hits per {1} seconds Duration","지속시간 {1}초당 여진의 명중 피해 {0}% 증폭"
"Aftershock deals {0}% more Damage with Hits","여진의 명중 피해 {0}% 증폭"
"Aftershock has {0}% less Area of Effect per {1} seconds Duration","지속시간 {1}초당 여진의 효과 범위 {0}% 감폭"
"Aftershock has {0}% less Area of Effect","여진의 효과 범위 {0}% 감폭"
"Aftershock has {0}% more Area of Effect per {1} seconds Duration","지속시간 {1}초당 여진의 효과 범위 {0}% 증폭"
"Aftershock has {0}% more Area of Effect","여진의 효과 범위 {0}% 증폭"
"Agony Crawler deals {0}% increased Damage","고통의 벌레가 주는 피해 {0}% 증가"
"Agony Crawler deals {0}% increased Physical Damage per Virulence you have","플레이어의 병독성 하나당 고통의 벌레가 주는 물리 피해 {0}% 증가"
"Agony Crawler deals {0}% reduced Damage","고통의 벌레가 주는 피해 {0}% 감소"
"Agony Crawler deals {0}% reduced Physical Damage per Virulence you have","플레이어의 병독성 하나당 고통의 벌레가 주는 물리 피해 {0}% 감소"
"Agony Crawler has {0} to {1} Added Physical Damage per Virulence you have","플레이어의 병독성 하나당 고통의 벌레가 물리 피해 {0}~{1} 추가"
"Agony Crawler has {0}% chance to inflict Withered for {1} seconds on Hit","명중 시 고통의 벌레가 {0}%의 확률로 {1}초 동안 위축 유발"
"Agony Crawler has {0}% increased Attack Speed per Virulence you have","플레이어의 병독성 하나당 고통의 벌레 공격 속도 {0}% 증가"
"Agony Crawler has {0}% reduced Attack Speed per Virulence you have","플레이어의 병독성 하나당 고통의 벌레 공격 속도 {0}% 감소"
"Agony Crawler inflicts Withered for {0} seconds on Hit","명중 시 고통의 벌레가 {0}초 동안 위축 유발"
"Ailments against other targets","적중 및 상태 이상 피해 {0}% 감폭"
"Ailments caused by Melee Hits","상태 이상 피해 {0}% 증폭"
"Ailments inflicted on Cursed Enemies deal Damage {0}% Faster","저주받은 적에게 유발되는 상태 이상의 피해 {0}% 가속"
"Ailments never count as being from Critical Strikes","상태 이상은 치명타로 유발하는 것으로 간주하지 않음"
"Alert Level increases by {0}% per second","경보 레벨이 1초마다 {0}% 증가"
"Alert Level reduces by {0}% per second","경보 레벨이 1초마다 {0}% 감소"
"All Abysses in Area must be completed to claim Reward","지역 내 모든 심연을 완료해야 보상 획득 가능"
"All Attack Damage Chills when you Stun","기절시킬 시 모든 공격 피해가 냉각 유발"
"All Attacks are Critical Strikes","모든 공격이 치명타"
"All Breachlords must be fully vanquished to claim Reward","모든 균열 군주를 물리쳐야 보상 획득 가능"
"All Damage Taken from Hits can Chill you","피격되어 받는 모든 피해가 플레이어에게 냉각 유발 가능"
"All Damage Taken from Hits can Ignite you","피격되어 받는 모든 피해가 플레이어에게 점화 유발"
"All Damage can Freeze","모든 피해가 동결 유발 가능"
"All Damage can Ignite","모든 피해가 점화 유발 가능"
"All Damage can Ignite, Freeze, and Shock","모든 피해가 점화, 동결, 감전 유발 가능"
"All Damage can Poison","모든 피해가 중독 유발 가능"
"All Damage can Sap","모든 피해가 활력 감소 유발 가능"
"All Damage can Shock","모든 피해가 감전 유발 가능"
"All Damage from Blast Rain and Artillery Ballista Hits can Poison","폭발 화살비 및 포대 쇠뇌의 모든 명중 피해가 중독 유발 가능"
"All Damage from Cold Snap and Creeping Frost can Sap","한파와 엄습하는 서리의 모든 피해가 활력 감소 가능"
"All Damage from Hits can Poison","모든 명중 피해가 중독 유발 가능"
"All Damage from Hits can cause Elemental Ailments you are suffering","모든 명중 피해가 플레이어에게 유발된 원소 상태 이상을 유발"
"All Damage from Hits will cause Elemental Ailments you are suffering","모든 명중 피해가 플레이어에게 유발된 원소 상태 이상을 유발"
"All Damage from Hits with Freezing Pulse and Eye of Winter can Poison","동결 파동 및 겨울의 눈으로 주는 모든 명중 피해가 중독 유발 가능"
"All Damage from Hits with This Weapon can Poison","이 무기로 주는 모든 명중 피해가 중독 유발 가능"
"All Damage from Lightning Arrow and Ice Shot Hits can Ignite","번개 화살 및 얼음 화살의 모든 명중 피해가 점화 유발 가능"
"All Damage from Lightning Strike and Frost Blades Hits can Ignite","번개 타격 및 서리 칼날의 모든 명중 피해가 점화 유발 가능"
"All Damage from Monsters' Hits can Freeze","몬스터의 모든 명중 피해가 동결 유발 가능"
"All Damage from Monsters' Hits can Ignite","몬스터의 모든 명중 피해가 점화 유발 가능"
"All Damage from Monsters' Hits can Poison","몬스터의 모든 명중 피해가 중독 유발 가능"
"All Damage from Monsters' Hits can Shock","몬스터의 모든 명중 피해가 감전 유발 가능"
"All Damage from Monsters' Hits inflicts Chill","모든 몬스터의 적중 피해가 냉각 유발"
"All Damage from Monsters' Hits inflicts Shock","모든 몬스터의 적중 피해가 감전 유발"
"All Damage from Shock Nova and Storm Call Hits can Ignite","충격 폭발 및 폭풍 부름의 모든 명중 피해가 점화 유발 가능"
"All Damage inflicts Poison against Enemies affected by at least {0} Grasping Vine","모든 피해가 탐욕스러운 덩굴이 {0}개 이상인 적에게 중독 유발"
"All Damage inflicts Poison against Enemies affected by at least {0} Grasping Vines","모든 피해가 탐욕스러운 덩굴이 {0}개 이상인 적에게 중독 유발"
"All Damage inflicts Poison while affected by Glorious Madness","찬란한 광기의 영향을 받는 동안 모든 피해가 중독 유발"
"All Damage taken bypasses Energy Shield","모든 받는 피해가 에너지 보호막을 무시함"
"All Damage taken from Hits can Sap you","피격되어 받는 모든 피해가 플레이어에게 활력 감소 유발"
"All Damage taken from Hits can Scorch you","피격되어 받는 모든 피해가 플레이어에게 그을림 유발"
"All Damage will cause Elemental Ailments you are suffering","모든 피해로 자신이 겪고 있는 상태 이상을 유발"
"All Damage with Hits can Chill","모든 적중 피해가 냉각 유발 가능"
"All Damage with Maces and Sceptres inflicts Chill","철퇴 및 셉터의 모든 피해가 냉각 유발"
"All Elemental Damage Converted to Chaos Damage","모든 원소 피해를 카오스 피해로 전환"
"All Incursions must be completed to claim Reward","모든 기습을 완료해야 보상 획득 가능"
"All Legion monsters in Area must be released to claim Reward","지역 내 모든 군단 몬스터를 해방해야 보상 획득 가능"
"All Metamorph Monsters have Rewards","모든 변형 몬스터가 보상 제공"
"All Monster Damage from Hits always Ignites","모든 몬스터의 적중 피해가 항상 점화 유발"
"All Physical Damage Converted to Fire Damage","모든 물리 피해를 화염 피해로 전환"
"All Smuggler's Caches must be opened to claim Reward","모든 밀수범의 은닉함을 열어야 보상 획득 가능"
"All Sockets Linked","모든 홈이 연결됨"
"All Sockets are Blue","파란 홈만 있음"
"All Sockets are Green","초록 홈만 있음"
"All Sockets are Red","빨간 홈만 있음"
"All Sockets are White","모든 홈이 하얀색임"
